InningsNo,OverNo,BattingTeamID,OverRuns,BowlerRuns,BowlerID,Wickets,Bowler
1,19,0,8,8,2019-100mb00000000114-8c98068c449611,1,Harshal Patel
2,0,0,5,5,2020-100mb00000000532-63bf237a639811,0,M Siddharth
2,1,0,11,11,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,2,0,16,16,2020-100mb00000000532-63bf237a639811,0,M Siddharth
2,3,0,7,7,2020-100mb00000000541-c84d8371639b11,0,Mohsin Khan
2,4,0,6,6,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,5,0,16,16,2020-100mb00000000541-c84d8371639b11,0,Mohsin Khan
2,6,0,4,4,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,7,0,8,8,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,8,0,15,15,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,9,0,10,10,2022-100mb00000000987-e0fbfce6a44911,0,Mayank Yadav
2,10,0,3,3,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,11,0,6,6,2022-100mb00000000987-e0fbfce6a44911,1,Mayank Yadav
2,12,0,14,14,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,13,0,8,8,2022-100mb00000000987-e0fbfce6a44911,1,Mayank Yadav
2,14,0,7,7,2020-100mb00000000541-c84d8371639b11,0,Mohsin Khan
2,15,0,4,3,2022-100mb00000000987-e0fbfce6a44911,1,Mayank Yadav
2,16,0,4,4,2020-100mb00000000541-c84d8371639b11,2,Mohsin Khan
2,17,0,8,7,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,18,0,7,7,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,19,0,19,19,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
1,0,0,5,5,2019-100mb00000000138-5bd8fcf6449d11,0,Sam Curran
1,1,0,7,7,2019-100mb00000000125-2485f88b449911,0,Arshdeep Singh
1,2,0,11,11,2019-100mb00000000116-dbd48930449611,0,Kagiso Rabada
1,3,0,12,12,2019-100mb00000000125-2485f88b449911,1,Arshdeep Singh
1,4,0,10,10,2019-100mb00000000116-dbd48930449611,0,Kagiso Rabada
1,5,0,9,9,2019-100mb00000000138-5bd8fcf6449d11,1,Sam Curran
1,6,0,7,7,2019-100mb00000000171-b2aa538f44ae11,0,Rahul Chahar
1,7,0,4,4,2019-100mb00000000130-89338eb7449a11,0,Harpreet Brar
1,8,0,15,15,2019-100mb00000000171-b2aa538f44ae11,1,Rahul Chahar
1,9,0,8,8,2019-100mb00000000114-8c98068c449611,0,Harshal Patel
1,10,0,7,7,2019-100mb00000000116-dbd48930449611,0,Kagiso Rabada
1,11,0,20,20,2019-100mb00000000171-b2aa538f44ae11,0,Rahul Chahar
1,12,0,10,9,2019-100mb00000000114-8c98068c449611,0,Harshal Patel
1,13,0,11,11,2019-100mb00000000125-2485f88b449911,1,Arshdeep Singh
1,14,0,10,10,2019-100mb00000000130-89338eb7449a11,0,Harpreet Brar
1,15,0,11,10,2019-100mb00000000116-dbd48930449611,1,Kagiso Rabada
1,16,0,5,5,2019-100mb00000000138-5bd8fcf6449d11,0,Sam Curran
1,17,0,20,20,2019-100mb00000000114-8c98068c449611,0,Harshal Patel
1,18,0,9,9,2019-100mb00000000138-5bd8fcf6449d11,2,Sam Curran
1,19,0,8,8,2019-100mb00000000114-8c98068c449611,1,Harshal Patel
2,0,0,5,5,2020-100mb00000000532-63bf237a639811,0,M Siddharth
2,1,0,11,11,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,2,0,16,16,2020-100mb00000000532-63bf237a639811,0,M Siddharth
2,3,0,7,7,2020-100mb00000000541-c84d8371639b11,0,Mohsin Khan
2,4,0,6,6,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,5,0,16,16,2020-100mb00000000541-c84d8371639b11,0,Mohsin Khan
2,6,0,4,4,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,7,0,8,8,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,8,0,15,15,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,9,0,10,10,2022-100mb00000000987-e0fbfce6a44911,0,Mayank Yadav
2,10,0,3,3,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,11,0,6,6,2022-100mb00000000987-e0fbfce6a44911,1,Mayank Yadav
2,12,0,14,14,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,13,0,8,8,2022-100mb00000000987-e0fbfce6a44911,1,Mayank Yadav
2,14,0,7,7,2020-100mb00000000541-c84d8371639b11,0,Mohsin Khan
2,15,0,4,3,2022-100mb00000000987-e0fbfce6a44911,1,Mayank Yadav
2,16,0,4,4,2020-100mb00000000541-c84d8371639b11,2,Mohsin Khan
2,17,0,8,7,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,18,0,7,7,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,19,0,19,19,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
1,0,0,11,11,2022-100mb00000001354-5a766b041e0411,0,Azmatullah Omarzai
1,1,0,9,9,2018-100mb00000000021-a294dad8e99c11,0,Umesh Yadav
1,2,0,7,6,2022-100mb00000001354-5a766b041e0411,0,Azmatullah Omarzai
1,3,0,7,6,2018-100mb00000000021-a294dad8e99c11,0,Umesh Yadav
1,4,0,7,7,2022-100mb00000001354-5a766b041e0411,1,Azmatullah Omarzai
1,5,0,15,15,2019-100mb00000000218-42d9d6f544bf11,0,Rashid Khan
1,6,0,4,4,2022-100mb00000000975-56f6385ba44611,1,Noor Ahmad
1,7,0,4,4,2019-100mb00000000218-42d9d6f544bf11,0,Rashid Khan
1,8,0,5,5,2022-100mb00000000975-56f6385ba44611,0,Noor Ahmad
1,9,0,5,5,2019-100mb00000000100-f196053e43f611,1,Mohit Sharma
1,10,0,9,9,2022-100mb00000000975-56f6385ba44611,0,Noor Ahmad
1,11,0,7,7,2019-100mb00000000100-f196053e43f611,0,Mohit Sharma
1,12,0,14,14,2022-100mb00000000975-56f6385ba44611,0,Noor Ahmad
1,13,0,5,5,2019-100mb00000000218-42d9d6f544bf11,1,Rashid Khan
1,14,0,13,13,2018-100mb00000000021-a294dad8e99c11,1,Umesh Yadav
1,15,0,6,6,2019-100mb00000000127-b2131830449911,0,Darshan Nalkande
1,16,0,9,9,2019-100mb00000000218-42d9d6f544bf11,0,Rashid Khan
1,17,0,10,10,2019-100mb00000000100-f196053e43f611,0,Mohit Sharma
1,18,0,12,12,2019-100mb00000000127-b2131830449911,0,Darshan Nalkande
1,19,0,3,3,2019-100mb00000000100-f196053e43f611,3,Mohit Sharma
2,0,0,7,7,2018-100mb00000000015-3501d442e99c11,0,Bhuvneshwar Kumar
2,1,0,11,11,2020-100mb00000000523-53bc4c09638b11,0,Shahbaz Ahmed
2,2,0,7,7,2018-100mb00000000015-3501d442e99c11,0,Bhuvneshwar Kumar
2,3,0,11,11,2019-100mb00000000180-1352e0b244b611,0,Jaydev Unadkat
2,4,0,9,9,2020-100mb00000000523-53bc4c09638b11,1,Shahbaz Ahmed
2,5,0,7,7,2018-100mb00000000015-3501d442e99c11,0,Bhuvneshwar Kumar
2,6,0,6,6,2018-100mb00000000020-9223b16ce99c11,0,Washington Sundar
2,7,0,5,5,2019-100mb00000000087-98d4e401342511,0,Mayank Markande
2,8,0,11,11,2018-100mb00000000020-9223b16ce99c11,0,Washington Sundar
2,9,0,4,4,2019-100mb00000000087-98d4e401342511,1,Mayank Markande
2,10,0,5,5,2018-100mb00000000033-d93110bbf88911,0,Pat Cummins
2,11,0,7,7,2019-100mb00000000180-1352e0b244b611,0,Jaydev Unadkat
2,12,0,8,8,2018-100mb00000000033-d93110bbf88911,0,Pat Cummins
2,13,0,10,10,2018-100mb00000000020-9223b16ce99c11,0,Washington Sundar
2,14,0,6,6,2018-100mb00000000015-3501d442e99c11,0,Bhuvneshwar Kumar
2,15,0,24,24,2019-100mb00000000087-98d4e401342511,0,Mayank Markande
2,16,0,9,9,2018-100mb00000000033-d93110bbf88911,1,Pat Cummins
2,17,0,9,9,2019-100mb00000000180-1352e0b244b611,0,Jaydev Unadkat
2,18,0,6,6,2018-100mb00000000033-d93110bbf88911,0,Pat Cummins
2,19,0,6,6,2019-100mb00000000180-1352e0b244b611,0,Jaydev Unadkat
1,0,0,11,11,2022-100mb00000001354-5a766b041e0411,0,Azmatullah Omarzai
1,1,0,9,9,2018-100mb00000000021-a294dad8e99c11,0,Umesh Yadav
1,2,0,7,6,2022-100mb00000001354-5a766b041e0411,0,Azmatullah Omarzai
1,3,0,7,6,2018-100mb00000000021-a294dad8e99c11,0,Umesh Yadav
1,4,0,7,7,2022-100mb00000001354-5a766b041e0411,1,Azmatullah Omarzai
1,5,0,15,15,2019-100mb00000000218-42d9d6f544bf11,0,Rashid Khan
1,6,0,4,4,2022-100mb00000000975-56f6385ba44611,1,Noor Ahmad
1,7,0,4,4,2019-100mb00000000218-42d9d6f544bf11,0,Rashid Khan
1,8,0,5,5,2022-100mb00000000975-56f6385ba44611,0,Noor Ahmad
1,9,0,5,5,2019-100mb00000000100-f196053e43f611,1,Mohit Sharma
1,10,0,9,9,2022-100mb00000000975-56f6385ba44611,0,Noor Ahmad
1,11,0,7,7,2019-100mb00000000100-f196053e43f611,0,Mohit Sharma
1,12,0,14,14,2022-100mb00000000975-56f6385ba44611,0,Noor Ahmad
1,13,0,5,5,2019-100mb00000000218-42d9d6f544bf11,1,Rashid Khan
1,14,0,13,13,2018-100mb00000000021-a294dad8e99c11,1,Umesh Yadav
1,15,0,6,6,2019-100mb00000000127-b2131830449911,0,Darshan Nalkande
1,16,0,9,9,2019-100mb00000000218-42d9d6f544bf11,0,Rashid Khan
1,17,0,10,10,2019-100mb00000000100-f196053e43f611,0,Mohit Sharma
1,18,0,12,12,2019-100mb00000000127-b2131830449911,0,Darshan Nalkande
1,19,0,3,3,2019-100mb00000000100-f196053e43f611,3,Mohit Sharma
2,0,0,7,7,2018-100mb00000000015-3501d442e99c11,0,Bhuvneshwar Kumar
2,1,0,11,11,2020-100mb00000000523-53bc4c09638b11,0,Shahbaz Ahmed
2,2,0,7,7,2018-100mb00000000015-3501d442e99c11,0,Bhuvneshwar Kumar
2,3,0,11,11,2019-100mb00000000180-1352e0b244b611,0,Jaydev Unadkat
2,4,0,9,9,2020-100mb00000000523-53bc4c09638b11,1,Shahbaz Ahmed
2,5,0,7,7,2018-100mb00000000015-3501d442e99c11,0,Bhuvneshwar Kumar
2,6,0,6,6,2018-100mb00000000020-9223b16ce99c11,0,Washington Sundar
2,7,0,5,5,2019-100mb00000000087-98d4e401342511,0,Mayank Markande
2,8,0,11,11,2018-100mb00000000020-9223b16ce99c11,0,Washington Sundar
2,9,0,4,4,2019-100mb00000000087-98d4e401342511,1,Mayank Markande
2,10,0,5,5,2018-100mb00000000033-d93110bbf88911,0,Pat Cummins
2,11,0,7,7,2019-100mb00000000180-1352e0b244b611,0,Jaydev Unadkat
2,12,0,8,8,2018-100mb00000000033-d93110bbf88911,0,Pat Cummins
2,13,0,10,10,2018-100mb00000000020-9223b16ce99c11,0,Washington Sundar
2,14,0,6,6,2018-100mb00000000015-3501d442e99c11,0,Bhuvneshwar Kumar
2,15,0,24,24,2019-100mb00000000087-98d4e401342511,0,Mayank Markande
2,16,0,9,9,2018-100mb00000000033-d93110bbf88911,1,Pat Cummins
2,17,0,9,9,2019-100mb00000000180-1352e0b244b611,0,Jaydev Unadkat
2,18,0,6,6,2018-100mb00000000033-d93110bbf88911,0,Pat Cummins
2,19,0,6,6,2019-100mb00000000180-1352e0b244b611,0,Jaydev Unadkat
1,0,0,7,7,2019-100mb00000000091-8640595343ec11,0,Deepak Chahar
1,1,0,3,3,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
1,2,0,9,9,2019-100mb00000000091-8640595343ec11,0,Deepak Chahar
1,3,0,5,5,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
1,4,0,18,18,2019-100mb00000000091-8640595343ec11,0,Deepak Chahar
1,5,0,20,17,2019-100mb00000000258-e46e7f697acb11,0,Mustafizur Rahman
1,6,0,13,13,2018-100mb00000000046-06b5ba89f88b11,0,Ravindra Jadeja
1,7,0,5,4,2022-100mb00000001014-1f0cfb3dc17911,0,Matheesha Pathirana
1,8,0,11,11,2018-100mb00000000046-06b5ba89f88b11,0,Ravindra Jadeja
1,9,0,4,4,2019-100mb00000000258-e46e7f697acb11,1,Mustafizur Rahman
1,10,0,9,9,2018-100mb00000000046-06b5ba89f88b11,1,Ravindra Jadeja
1,11,0,7,7,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
1,12,0,10,10,2018-100mb00000000046-06b5ba89f88b11,0,Ravindra Jadeja
1,13,0,8,8,2019-100mb00000000091-8640595343ec11,0,Deepak Chahar
1,14,0,5,5,2022-100mb00000001014-1f0cfb3dc17911,2,Matheesha Pathirana
1,15,0,9,9,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
1,16,0,5,5,2022-100mb00000001014-1f0cfb3dc17911,0,Matheesha Pathirana
1,17,0,14,13,2019-100mb00000000258-e46e7f697acb11,0,Mustafizur Rahman
1,18,0,17,17,2022-100mb00000001014-1f0cfb3dc17911,1,Matheesha Pathirana
1,19,0,12,12,2019-100mb00000000258-e46e7f697acb11,0,Mustafizur Rahman
2,0,0,3,3,2018-100mb00000000008-787fc4ece99b11,1,Khaleel Ahmed
2,1,0,3,3,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
2,2,0,1,0,2018-100mb00000000008-787fc4ece99b11,1,Khaleel Ahmed
2,3,0,10,10,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
2,4,0,6,6,2018-100mb00000000008-787fc4ece99b11,0,Khaleel Ahmed
2,5,0,9,8,2019-100mb00000000142-040303a144a811,0,Anrich Nortje
2,6,0,6,6,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
2,7,0,9,8,2019-100mb00000000172-1befbbeb44af11,0,Rasikh Salam
2,8,0,11,11,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
2,9,0,17,17,2019-100mb00000000172-1befbbeb44af11,0,Rasikh Salam
2,10,0,3,3,2019-100mb00000000110-79ae08f5449411,1,Axar Patel
2,11,0,14,14,2018-100mb00000000040-7f15f6c7f88a11,0,Mitchell Marsh
2,12,0,9,8,2019-100mb00000000142-040303a144a811,0,Anrich Nortje
2,13,0,2,2,2022-100mb00000001462-cbc59298427c11,2,Mukesh Kumar
2,14,0,10,10,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
2,15,0,7,7,2019-100mb00000000142-040303a144a811,0,Anrich Nortje
2,16,0,14,14,2022-100mb00000001462-cbc59298427c11,1,Mukesh Kumar
2,17,0,12,12,2018-100mb00000000008-787fc4ece99b11,0,Khaleel Ahmed
2,18,0,5,5,2022-100mb00000001462-cbc59298427c11,0,Mukesh Kumar
2,19,0,20,20,2019-100mb00000000142-040303a144a811,0,Anrich Nortje
1,0,0,7,7,2019-100mb00000000091-8640595343ec11,0,Deepak Chahar
1,1,0,3,3,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
1,2,0,9,9,2019-100mb00000000091-8640595343ec11,0,Deepak Chahar
1,3,0,5,5,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
1,4,0,18,18,2019-100mb00000000091-8640595343ec11,0,Deepak Chahar
1,5,0,20,17,2019-100mb00000000258-e46e7f697acb11,0,Mustafizur Rahman
1,6,0,13,13,2018-100mb00000000046-06b5ba89f88b11,0,Ravindra Jadeja
1,7,0,5,4,2022-100mb00000001014-1f0cfb3dc17911,0,Matheesha Pathirana
1,8,0,11,11,2018-100mb00000000046-06b5ba89f88b11,0,Ravindra Jadeja
1,9,0,4,4,2019-100mb00000000258-e46e7f697acb11,1,Mustafizur Rahman
1,10,0,9,9,2018-100mb00000000046-06b5ba89f88b11,1,Ravindra Jadeja
1,11,0,7,7,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
1,12,0,10,10,2018-100mb00000000046-06b5ba89f88b11,0,Ravindra Jadeja
1,13,0,8,8,2019-100mb00000000091-8640595343ec11,0,Deepak Chahar
1,14,0,5,5,2022-100mb00000001014-1f0cfb3dc17911,2,Matheesha Pathirana
1,15,0,9,9,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
1,16,0,5,5,2022-100mb00000001014-1f0cfb3dc17911,0,Matheesha Pathirana
1,17,0,14,13,2019-100mb00000000258-e46e7f697acb11,0,Mustafizur Rahman
1,18,0,17,17,2022-100mb00000001014-1f0cfb3dc17911,1,Matheesha Pathirana
1,19,0,12,12,2019-100mb00000000258-e46e7f697acb11,0,Mustafizur Rahman
2,0,0,3,3,2018-100mb00000000008-787fc4ece99b11,1,Khaleel Ahmed
2,1,0,3,3,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
2,2,0,1,0,2018-100mb00000000008-787fc4ece99b11,1,Khaleel Ahmed
2,3,0,10,10,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
2,4,0,6,6,2018-100mb00000000008-787fc4ece99b11,0,Khaleel Ahmed
2,5,0,9,8,2019-100mb00000000142-040303a144a811,0,Anrich Nortje
2,6,0,6,6,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
2,7,0,9,8,2019-100mb00000000172-1befbbeb44af11,0,Rasikh Salam
2,8,0,11,11,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
2,9,0,17,17,2019-100mb00000000172-1befbbeb44af11,0,Rasikh Salam
2,10,0,3,3,2019-100mb00000000110-79ae08f5449411,1,Axar Patel
2,11,0,14,14,2018-100mb00000000040-7f15f6c7f88a11,0,Mitchell Marsh
2,12,0,9,8,2019-100mb00000000142-040303a144a811,0,Anrich Nortje
2,13,0,2,2,2022-100mb00000001462-cbc59298427c11,2,Mukesh Kumar
2,14,0,10,10,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
2,15,0,7,7,2019-100mb00000000142-040303a144a811,0,Anrich Nortje
2,16,0,14,14,2022-100mb00000001462-cbc59298427c11,1,Mukesh Kumar
2,17,0,12,12,2018-100mb00000000008-787fc4ece99b11,0,Khaleel Ahmed
2,18,0,5,5,2022-100mb00000001462-cbc59298427c11,0,Mukesh Kumar
2,19,0,20,20,2019-100mb00000000142-040303a144a811,0,Anrich Nortje
1,0,0,1,1,2019-100mb00000000066-573f78a31e3711,2,Trent Boult
1,1,0,12,11,2023-100mb00000002806-75b62b2495ca11,0,Nandre Burger
1,2,0,3,3,2019-100mb00000000066-573f78a31e3711,1,Trent Boult
1,3,0,4,4,2023-100mb00000002806-75b62b2495ca11,1,Nandre Burger
1,4,0,10,10,2019-100mb00000000066-573f78a31e3711,0,Trent Boult
1,5,0,16,16,2023-100mb00000002806-75b62b2495ca11,0,Nandre Burger
1,6,0,13,13,2019-100mb00000000109-5cc123ab449411,0,Avesh Khan
1,7,0,6,6,2018-100mb00000000010-b76159ade99b11,0,Yuzvendra Chahal
1,8,0,10,10,2018-100mb00000000045-f658f1b6f88a11,0,Ravichandran Ashwin
1,9,0,2,2,2018-100mb00000000010-b76159ade99b11,1,Yuzvendra Chahal
1,10,0,6,6,2018-100mb00000000045-f658f1b6f88a11,0,Ravichandran Ashwin
1,11,0,6,6,2019-100mb00000000109-5cc123ab449411,1,Avesh Khan
1,12,0,6,6,2018-100mb00000000045-f658f1b6f88a11,0,Ravichandran Ashwin
1,13,0,2,2,2018-100mb00000000010-b76159ade99b11,1,Yuzvendra Chahal
1,14,0,5,5,2018-100mb00000000045-f658f1b6f88a11,0,Ravichandran Ashwin
1,15,0,9,8,2019-100mb00000000066-573f78a31e3711,0,Trent Boult
1,16,0,1,1,2018-100mb00000000010-b76159ade99b11,1,Yuzvendra Chahal
1,17,0,2,2,2019-100mb00000000109-5cc123ab449411,0,Avesh Khan
1,18,0,1,1,2023-100mb00000002806-75b62b2495ca11,1,Nandre Burger
1,19,0,10,9,2019-100mb00000000109-5cc123ab449411,0,Avesh Khan
2,0,0,10,10,20226e936a7872aa11ec8ab502ab46c,1,Kwena Maphaka
2,1,0,7,6,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
2,2,0,13,13,20226e936a7872aa11ec8ab502ab46c,0,Kwena Maphaka
2,3,0,11,11,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
2,4,0,3,3,2022-100mb00000001045-ff63138dd51a11,1,Akash Madhwal
2,5,0,2,2,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
2,6,0,4,4,2022-100mb00000001045-ff63138dd51a11,1,Akash Madhwal
2,7,0,10,9,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
2,8,0,8,6,2022-100mb00000001045-ff63138dd51a11,0,Akash Madhwal
2,9,0,5,5,2019-100mb00000000149-10d5663944a911,0,Piyush Chawla
2,10,0,11,11,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
2,11,0,3,3,2019-100mb00000000149-10d5663944a911,0,Piyush Chawla
2,12,0,7,7,2022-100mb00000001045-ff63138dd51a11,1,Akash Madhwal
2,13,0,7,7,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
2,14,0,10,10,2019-100mb00000000149-10d5663944a911,0,Piyush Chawla
2,15,0,16,16,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
1,0,0,1,1,2019-100mb00000000066-573f78a31e3711,2,Trent Boult
1,1,0,12,11,2023-100mb00000002806-75b62b2495ca11,0,Nandre Burger
1,2,0,3,3,2019-100mb00000000066-573f78a31e3711,1,Trent Boult
1,3,0,4,4,2023-100mb00000002806-75b62b2495ca11,1,Nandre Burger
1,4,0,10,10,2019-100mb00000000066-573f78a31e3711,0,Trent Boult
1,5,0,16,16,2023-100mb00000002806-75b62b2495ca11,0,Nandre Burger
1,6,0,13,13,2019-100mb00000000109-5cc123ab449411,0,Avesh Khan
1,7,0,6,6,2018-100mb00000000010-b76159ade99b11,0,Yuzvendra Chahal
1,8,0,10,10,2018-100mb00000000045-f658f1b6f88a11,0,Ravichandran Ashwin
1,9,0,2,2,2018-100mb00000000010-b76159ade99b11,1,Yuzvendra Chahal
1,10,0,6,6,2018-100mb00000000045-f658f1b6f88a11,0,Ravichandran Ashwin
1,11,0,6,6,2019-100mb00000000109-5cc123ab449411,1,Avesh Khan
1,12,0,6,6,2018-100mb00000000045-f658f1b6f88a11,0,Ravichandran Ashwin
1,13,0,2,2,2018-100mb00000000010-b76159ade99b11,1,Yuzvendra Chahal
1,14,0,5,5,2018-100mb00000000045-f658f1b6f88a11,0,Ravichandran Ashwin
1,15,0,9,8,2019-100mb00000000066-573f78a31e3711,0,Trent Boult
1,16,0,1,1,2018-100mb00000000010-b76159ade99b11,1,Yuzvendra Chahal
1,17,0,2,2,2019-100mb00000000109-5cc123ab449411,0,Avesh Khan
1,18,0,1,1,2023-100mb00000002806-75b62b2495ca11,1,Nandre Burger
1,19,0,10,9,2019-100mb00000000109-5cc123ab449411,0,Avesh Khan
2,0,0,10,10,20226e936a7872aa11ec8ab502ab46c,1,Kwena Maphaka
2,1,0,7,6,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
2,2,0,13,13,20226e936a7872aa11ec8ab502ab46c,0,Kwena Maphaka
2,3,0,11,11,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
2,4,0,3,3,2022-100mb00000001045-ff63138dd51a11,1,Akash Madhwal
2,5,0,2,2,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
2,6,0,4,4,2022-100mb00000001045-ff63138dd51a11,1,Akash Madhwal
2,7,0,10,9,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
2,8,0,8,6,2022-100mb00000001045-ff63138dd51a11,0,Akash Madhwal
2,9,0,5,5,2019-100mb00000000149-10d5663944a911,0,Piyush Chawla
2,10,0,11,11,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
2,11,0,3,3,2019-100mb00000000149-10d5663944a911,0,Piyush Chawla
2,12,0,7,7,2022-100mb00000001045-ff63138dd51a11,1,Akash Madhwal
2,13,0,7,7,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
2,14,0,10,10,2019-100mb00000000149-10d5663944a911,0,Piyush Chawla
2,15,0,16,16,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
1,0,0,12,12,2021-100mb00000000574-27073d6f802311,0,Reece Topley
1,1,0,7,7,2022-100mb00000000978-bc824605a44611,0,Yash Dayal
1,2,0,13,13,2019-100mb00000000063-d9aa7a01187311,0,Mohammed Siraj
1,3,0,4,4,2018-100mb00000000028-acc7d0a3e99d11,0,Glenn Maxwell
1,4,0,10,10,2022-100mb00000000978-bc824605a44611,0,Yash Dayal
1,5,0,8,8,2018-100mb00000000028-acc7d0a3e99d11,1,Glenn Maxwell
1,6,0,5,5,2021-100mb00000000574-27073d6f802311,0,Reece Topley
1,7,0,3,3,2018-100mb00000000028-acc7d0a3e99d11,0,Glenn Maxwell
1,8,0,11,11,2019-100mb00000000063-d9aa7a01187311,1,Mohammed Siraj
1,9,0,11,11,2022-100mb00000001547-613ed5ea54ee11,0,Mayank Dagar
1,10,0,6,6,2020-100mb00000000550-247665a42ff311,0,Cameron Green
1,11,0,12,12,2022-100mb00000001547-613ed5ea54ee11,0,Mayank Dagar
1,12,0,19,19,2020-100mb00000000550-247665a42ff311,0,Cameron Green
1,13,0,8,8,2018-100mb00000000028-acc7d0a3e99d11,1,Glenn Maxwell
1,14,0,2,2,2022-100mb00000000978-bc824605a44611,0,Yash Dayal
1,15,0,10,10,2019-100mb00000000063-d9aa7a01187311,0,Mohammed Siraj
1,16,0,2,2,2021-100mb00000000574-27073d6f802311,1,Reece Topley
1,17,0,5,5,2022-100mb00000000978-bc824605a44611,1,Yash Dayal
1,18,0,20,20,2021-100mb00000000574-27073d6f802311,0,Reece Topley
1,19,0,13,13,2019-100mb00000000063-d9aa7a01187311,0,Mohammed Siraj
2,0,0,3,3,2020-100mb00000000532-63bf237a639811,0,M Siddharth
2,1,0,10,10,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,2,0,12,12,2020-100mb00000000532-63bf237a639811,0,M Siddharth
2,3,0,11,11,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,4,0,6,6,2020-100mb00000000532-63bf237a639811,1,M Siddharth
2,5,0,6,6,2022-100mb00000000987-e0fbfce6a44911,2,Mayank Yadav
2,6,0,6,6,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,7,0,5,4,2022-100mb00000000987-e0fbfce6a44911,1,Mayank Yadav
2,8,0,1,1,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,9,0,3,3,2022-100mb00000000987-e0fbfce6a44911,0,Mayank Yadav
2,10,0,9,9,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,11,0,13,13,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,12,0,9,9,2018-100mb00000000023-201fd633e99d11,1,Marcus Stoinis
2,13,0,9,8,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,14,0,1,1,2022-100mb00000000987-e0fbfce6a44911,1,Mayank Yadav
2,15,0,19,19,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,16,0,13,12,2021-100mb00000000639-cf9c67ec2fe411,1,Naveen-Ul-Haq
2,17,0,2,2,2022-100mb00000001550-b8b1d54854ee11,2,Yash Thakur
