MatchID,InningsNo,TeamID,PlayerID,PlayerName,PlayerImage,PlayingOrder,MatchPlayingOrder,BowlerName,OutDesc,ShortOutDesc,Runs,Balls,DotBalls,DotBallPercentage,DotBallFrequency,Ones,Twos,Threes,Fours,Sixes,BoundaryPercentage,BoundaryFrequency,StrikeRate,MinOver,MinStrikerOver,WicketNo,AgainstFast,AgainstSpin,AgainstFastPercent,AgainstSpinPercent,PLAYER_ID
1364,1,77,2018-100mb00000000017-5e389774e99c11,Krunal Pandya ,https://scores.iplt20.com/ipl/playerimages/4BJlUSLBag171126198517.png,7.0,7,,not out,not out,43,22,6,27.27,3.67,5,5,0,4,2,65.12,3.67,195.45,0,0,,22,0,100.00,0.00,17
1364,1,77,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi ,https://scores.iplt20.com/ipl/playerimages/n4TyIjAG5P1711262182520.png,8.0,8,Sam Curran,c (Sub) Tanay Thyagarajan b Sam Curran,c (Sub) Tanay Thyagarajan b Sam Curran,0,1,1,100.00,1.00,0,0,0,0,0,,,0.00,0,0,4,1,0,100.00,0.00,520
1364,1,77,2020-100mb00000000541-c84d8371639b11,Mohsin Khan ,https://scores.iplt20.com/ipl/playerimages/2dXTjjefkA1711262214541.png,9.0,9,Harshal Patel,run out (Harshal Patel),run out (Harshal Patel),2,1,0,0.00,,0,1,0,0,0,0.00,,200.00,0,0,3,1,0,100.00,0.00,541
1364,1,77,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq  (IP),https://scores.iplt20.com/ipl/playerimages/LBgPOkixH71711262248639.png,10.0,3,,not out,not out,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,639
1364,1,77,2022-100mb00000000987-e0fbfce6a44911,Mayank Yadav ,https://scores.iplt20.com/ipl/playerimages/amTBliCBsC1711262331987.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,987
1364,1,77,2020-100mb00000000532-63bf237a639811,M Siddharth ,https://scores.iplt20.com/ipl/playerimages/v97l5RSGdC1711262193532.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,532
1364,2,15,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan (c),https://scores.iplt20.com/ipl/playerimages/subiZWRent171117006111.png,1.0,1,Mohsin Khan,c Quinton De Kock b Mohsin Khan,c Quinton De Kock b Mohsin Khan,70,50,19,38.00,2.63,18,3,0,7,3,65.71,5.00,140.00,0,0,2,25,25,50.00,50.00,11
1364,2,15,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow ,https://scores.iplt20.com/ipl/playerimages/USwdQomYyg1711170377216.png,2.0,2,Mayank Yadav,c Marcus Stoinis b Mayank Yadav,c Marcus Stoinis b Mayank Yadav,42,29,11,37.93,2.64,12,0,0,3,3,71.43,4.83,144.83,0,0,3,16,13,55.17,44.83,216
1364,2,15,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh  (IP),https://scores.iplt20.com/ipl/playerimages/u61HfGHXit1711170179137.png,3.0,11,Mayank Yadav,c Naveen-Ul-Haq b Mayank Yadav,c Naveen-Ul-Haq b Mayank Yadav,19,7,1,14.29,7.00,3,0,0,1,2,84.21,2.33,271.43,0,0,5,3,4,42.86,57.14,137
1364,2,15,2022-100mb00000001000-d90666b7a44d11,Jitesh Sharma (wk),https://scores.iplt20.com/ipl/playerimages/1eHCSP8cYW17111700351000.png,4.0,5,Mayank Yadav,c Naveen-Ul-Haq b Mayank Yadav,c Naveen-Ul-Haq b Mayank Yadav,6,9,6,66.67,1.50,2,0,0,1,0,66.67,9.00,66.67,0,0,4,9,0,100.00,0.00,1000
1364,2,15,2019-100mb00000000183-f4a991db44b611,Liam Livingstone ,https://scores.iplt20.com/ipl/playerimages/pUwFBE2gZx1711170298183.png,5.0,4,,not out,not out,28,17,5,29.41,3.40,8,0,0,2,2,71.43,4.25,164.71,0,0,,12,5,70.59,29.41,183
1364,2,15,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran ,https://scores.iplt20.com/ipl/playerimages/FI9s4lCvoB1711173253138.png,6.0,3,Mohsin Khan,c Nicholas Pooran b Mohsin Khan,c Nicholas Pooran b Mohsin Khan,0,1,1,100.00,1.00,0,0,0,0,0,,,0.00,0,0,1,1,0,100.00,0.00,138
1364,2,15,2019-100mb00000000191-df21803b44b711,Shashank Singh ,https://scores.iplt20.com/ipl/playerimages/sL3P8qAVv41711170317191.png,7.0,6,,not out,not out,9,7,1,14.29,7.00,5,0,0,1,0,44.44,7.00,128.57,0,0,,6,1,85.71,14.29,191
1364,2,15,2019-100mb00000000130-89338eb7449a11,Harpreet Brar ,https://scores.iplt20.com/ipl/playerimages/Cmg9oXuZj31711170126130.png,,7,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,130
1364,2,15,2019-100mb00000000114-8c98068c449611,Harshal Patel ,https://scores.iplt20.com/ipl/playerimages/07aAWmz69E1711170075114.png,,8,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,114
1364,2,15,2019-100mb00000000116-dbd48930449611,Kagiso Rabada ,https://scores.iplt20.com/ipl/playerimages/aB3QYts8Ln1711170090116.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,116
1364,2,15,2019-100mb00000000171-b2aa538f44ae11,Rahul Chahar ,https://scores.iplt20.com/ipl/playerimages/TN9gJjaQd61711170274171.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,171
1364,2,15,2019-100mb00000000125-2485f88b449911,Arshdeep Singh  (RP),https://scores.iplt20.com/ipl/playerimages/A3OtoulUW21711170102125.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,125
1365,1,20,2018-100mb00000000055-ed853d8f050a11,Mayank Agarwal  (RP),https://scores.iplt20.com/ipl/playerimages/zELWeYhZMQ171117280755.png,1.0,11,Azmatullah Omarzai,c Darshan Nalkande b Azmatullah Omarzai,c Darshan Nalkande b Azmatullah Omarzai,16,17,10,58.82,1.70,3,1,1,2,0,50.00,8.50,94.12,0,0,2,17,0,100.00,0.00,55
1365,1,20,2018-100mb00000000037-4e250de6f88a11,Travis Head ,https://scores.iplt20.com/ipl/playerimages/UcE1cNJKGb171117273637.png,2.0,2,Noor Ahmad,b Noor Ahmad,b Noor Ahmad,19,14,5,35.71,2.80,5,1,0,3,0,63.16,4.67,135.71,0,0,11,9,5,64.29,35.71,37
1365,1,20,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma ,https://scores.iplt20.com/ipl/playerimages/dQpGnjmPeu1711172702212.png,3.0,4,Mohit Sharma,c Shubman Gill b Mohit Sharma,c Shubman Gill b Mohit Sharma,29,20,9,45.00,2.22,5,2,0,2,2,68.97,5.00,145.00,0,0,5,7,13,35.00,65.00,212
1365,1,20,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram ,https://scores.iplt20.com/ipl/playerimages/YtVGIjij0f1711172711287.png,4.0,5,Umesh Yadav,c Rashid Khan b Umesh Yadav,c Rashid Khan b Umesh Yadav,17,19,5,26.32,3.80,11,3,0,0,0,0.00,,89.47,0,0,4,7,12,36.84,63.16,287
1365,1,20,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen (wk),https://scores.iplt20.com/ipl/playerimages/iyUTeZybFC1711172231202.png,5.0,6,Rashid Khan,b Rashid Khan,b Rashid Khan,24,13,4,30.77,3.25,4,2,0,1,2,66.67,4.33,184.62,0,0,9,3,10,23.08,76.92,202
1365,1,20,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed ,https://scores.iplt20.com/ipl/playerimages/yiujPw2PGz1711172768523.png,6.0,8,Mohit Sharma,c Rahul Tewatia b Mohit Sharma,c Rahul Tewatia b Mohit Sharma,22,20,7,35.00,2.86,10,1,0,1,1,45.45,10.00,110.00,0,0,1,14,6,70.00,30.00,523
1365,1,20,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad ,https://scores.iplt20.com/ipl/playerimages/r4QabEK0yx1711172786525.png,7.0,7,Mohit Sharma,run out (Noor Ahmad),run out (Noor Ahmad),29,14,1,7.14,14.00,7,2,0,3,1,62.07,3.50,207.14,0,0,6,12,2,85.71,14.29,525
1365,1,20,2018-100mb00000000020-9223b16ce99c11,Washington Sundar  (IP),https://scores.iplt20.com/ipl/playerimages/0X1jz1snSX171117221820.png,8.0,3,Mohit Sharma,c Rashid Khan b Mohit Sharma,c Rashid Khan b Mohit Sharma,0,1,1,100.00,1.00,0,0,0,0,0,,,0.00,0,0,3,1,0,100.00,0.00,20
1365,1,20,2018-100mb00000000033-d93110bbf88911,Pat Cummins (c),https://scores.iplt20.com/ipl/playerimages/nkEjJbcW10171117272233.png,9.0,1,,not out,not out,2,2,0,0.00,,2,0,0,0,0,0.00,,100.00,0,0,,2,0,100.00,0.00,33
1365,1,20,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar ,https://scores.iplt20.com/ipl/playerimages/dsql7EUu0c171117214215.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,15
1365,1,20,2019-100mb00000000087-98d4e401342511,Mayank Markande ,https://scores.iplt20.com/ipl/playerimages/ETA1xk7nM9171117289187.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,87
1365,1,20,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat ,https://scores.iplt20.com/ipl/playerimages/P7qDx86J0V1711172166180.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,180
1365,2,35,2019-100mb00000000225-a11ad1bc44c011,Wriddhiman Saha (wk),https://scores.iplt20.com/ipl/playerimages/O1Ae7XNNZS1711262843225.png,1.0,2,Shahbaz Ahmed,c Pat Cummins b Shahbaz Ahmed,c Pat Cummins b Shahbaz Ahmed,25,13,1,7.69,13.00,9,0,0,1,2,64.00,4.33,192.31,0,0,2,8,5,61.54,38.46,225
1365,2,35,2019-100mb00000000062-8fa4884a17f311,Shubman Gill (c),https://scores.iplt20.com/ipl/playerimages/my5xvakffA171126318662.png,2.0,1,Mayank Markande,c Abdul Samad b Mayank Markande,c Abdul Samad b Mayank Markande,36,28,8,28.57,3.50,12,5,0,2,1,38.89,9.33,128.57,0,0,3,10,18,35.71,64.29,62
1365,2,35,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan  (IP),https://scores.iplt20.com/ipl/playerimages/YqiCcPXvnI1711263560976.png,3.0,10,Pat Cummins,c Abhishek Sharma b Pat Cummins,c Abhishek Sharma b Pat Cummins,45,36,9,25.00,4.00,21,1,0,4,1,48.89,7.20,125.00,0,0,1,20,16,55.56,44.44,976
1365,2,35,2019-100mb00000000128-e95bebea449911,David Miller ,https://scores.iplt20.com/ipl/playerimages/lrQWfzyC4R1711262763128.png,4.0,4,,not out,not out,44,27,6,22.22,4.50,14,1,0,4,2,63.64,4.50,162.96,0,0,,18,9,66.67,33.33,128
1365,2,35,2019-100mb00000000061-6d68257c17f311,Vijay Shankar ,https://scores.iplt20.com/ipl/playerimages/Ke67FJi2m1171126316961.png,5.0,5,,not out,not out,14,11,4,36.36,2.75,4,1,0,2,0,57.14,5.50,127.27,0,0,,11,0,100.00,0.00,61
1365,2,35,2022-100mb00000001354-5a766b041e0411,Azmatullah Omarzai ,https://scores.iplt20.com/ipl/playerimages/GOULk3TwEz17112627831354.png,,3,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1354
1365,2,35,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia ,https://scores.iplt20.com/ipl/playerimages/UJBfjMpLzp1711262739120.png,,6,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,120
1365,2,35,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan ,https://scores.iplt20.com/ipl/playerimages/wka0wrWIzF1711262830218.png,,7,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,218
1365,2,35,2018-100mb00000000021-a294dad8e99c11,Umesh Yadav ,https://scores.iplt20.com/ipl/playerimages/Wh23cInkS2171126281221.png,,8,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,21
1365,2,35,2022-100mb00000000975-56f6385ba44611,Noor Ahmad ,https://scores.iplt20.com/ipl/playerimages/LG0Noz0HPU1711263543975.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,975
1365,2,35,2019-100mb00000000100-f196053e43f611,Mohit Sharma  (RP),https://scores.iplt20.com/ipl/playerimages/fCTMuvjb7Q1711262710100.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,100
1365,2,35,2019-100mb00000000127-b2131830449911,Darshan Nalkande ,https://scores.iplt20.com/ipl/playerimages/5JOx2X0QW41711262753127.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,127
1366,1,14,2018-100mb00000000051-5a1d4ca2f88b11,Prithvi Shaw  (RP),https://scores.iplt20.com/ipl/playerimages/9BTKQeybEF171117110651.png,1.0,11,Ravindra Jadeja,c MS Dhoni b Ravindra Jadeja,c MS Dhoni b Ravindra Jadeja,43,27,7,25.93,3.86,13,1,0,4,2,65.12,4.50,159.26,0,0,3,20,7,74.07,25.93,51
1366,1,14,2019-100mb00000000214-df216bed44bc11,David Warner ,https://scores.iplt20.com/ipl/playerimages/L4AtGsiPFh1711171000214.png,2.0,3,Mustafizur Rahman,c Matheesha Pathirana b Mustafizur Rahman,c Matheesha Pathirana b Mustafizur Rahman,52,35,15,42.86,2.33,10,2,0,5,3,73.08,4.38,148.57,0,0,1,26,8,74.29,22.86,214
1366,1,14,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant (c)(wk),https://scores.iplt20.com/ipl/playerimages/CBJeO6dA8l171117091218.png,3.0,1,Matheesha Pathirana,c Ruturaj Gaikwad b Matheesha Pathirana,c Ruturaj Gaikwad b Matheesha Pathirana,51,32,11,34.38,2.91,11,3,0,4,3,66.67,4.57,159.38,0,0,2,25,7,78.13,21.88,18
1366,1,14,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh ,https://scores.iplt20.com/ipl/playerimages/0zyCakHkU8171117107240.png,4.0,4,Matheesha Pathirana,b Matheesha Pathirana,b Matheesha Pathirana,18,12,5,41.67,2.40,4,0,0,2,1,77.78,4.00,150.00,0,0,10,10,2,83.33,16.67,40
1366,1,14,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs ,https://scores.iplt20.com/ipl/playerimages/d5ZIhnRpGl17111707581017.png,5.0,5,Matheesha Pathirana,b Matheesha Pathirana,b Matheesha Pathirana,0,2,2,100.00,1.00,0,0,0,0,0,,,0.00,0,0,4,2,0,100.00,0.00,1017
1366,1,14,2019-100mb00000000110-79ae08f5449411,Axar Patel ,https://scores.iplt20.com/ipl/playerimages/rGfKDbGelA1711170804110.png,6.0,7,,not out,not out,7,8,1,12.50,8.00,7,0,0,0,0,0.00,,87.50,0,0,,8,0,100.00,0.00,110
1366,1,14,2022-100mb00000001580-2e206f715b5511,Abishek Porel ,https://scores.iplt20.com/ipl/playerimages/D4DPR8Shji17111708931580.png,7.0,6,,not out,not out,9,6,1,16.67,6.00,3,1,0,1,0,44.44,6.00,150.00,0,0,,5,0,83.33,0.00,1580
1366,1,14,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam  (IP),https://scores.iplt20.com/ipl/playerimages/1hiYjMjeAD1711171614172.png,,2,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,172
1366,1,14,2019-100mb00000000142-040303a144a811,Anrich Nortje ,https://scores.iplt20.com/ipl/playerimages/4bhEDXOpxp1711170854142.png,,8,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,142
1366,1,14,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar ,https://scores.iplt20.com/ipl/playerimages/mtYoBn1aVp17111708761462.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1462
1366,1,14,2018-100mb00000000050-4663b710f88b11,Ishant Sharma ,https://scores.iplt20.com/ipl/playerimages/Sjq3Umqtsz171117108450.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,50
1366,1,14,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed ,https://scores.iplt20.com/ipl/playerimages/8fYU7gFN2517111714428.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,8
1366,2,13,2019-100mb00000000102-28e7fca043fc11,Ruturaj Gaikwad (c),https://scores.iplt20.com/ipl/playerimages/kj0w9hIoW31711007388102.png,1.0,1,Khaleel Ahmed,c Rishabh Pant b Khaleel Ahmed,c Rishabh Pant b Khaleel Ahmed,1,2,1,50.00,2.00,1,0,0,0,0,0.00,,50.00,0,0,4,2,0,100.00,0.00,102
1366,2,13,2021-100mb00000000724-7645abdd460011,Rachin Ravindra ,https://scores.iplt20.com/ipl/playerimages/4kArkYqm8q1711007201724.png,2.0,2,Khaleel Ahmed,c Tristan Stubbs b Khaleel Ahmed,c Tristan Stubbs b Khaleel Ahmed,2,12,10,83.33,1.20,2,0,0,0,0,0.00,,16.67,0,0,2,12,0,100.00,0.00,724
1366,2,13,2018-100mb00000000044-e03a43dbf88a11,Ajinkya Rahane ,https://scores.iplt20.com/ipl/playerimages/kgmWgHr8dK171100735244.png,3.0,3,Mukesh Kumar,c David Warner b Mukesh Kumar,c David Warner b Mukesh Kumar,45,30,11,36.67,2.73,11,1,0,5,2,71.11,4.29,150.00,0,0,5,25,5,83.33,16.67,44
1366,2,13,2019-100mb00000000083-a7fea83029c211,Daryl Mitchell ,https://scores.iplt20.com/ipl/playerimages/uhisPQX4Fe171100704983.png,4.0,4,Axar Patel,c & b Axar Patel,c & b Axar Patel,34,26,9,34.62,2.89,10,4,0,1,2,47.06,8.67,130.77,0,0,3,16,10,61.54,38.46,83
1366,2,13,2019-100mb00000000211-dc1f6a2544bb11,Shivam Dube  (IP),https://scores.iplt20.com/ipl/playerimages/op1NfcpXJc1711105807211.png,5.0,11,Mukesh Kumar,c Tristan Stubbs b Mukesh Kumar,c Tristan Stubbs b Mukesh Kumar,18,17,3,17.65,5.67,12,1,0,1,0,22.22,17.00,105.88,0,0,1,13,3,76.47,17.65,211
1366,2,13,2022-100mb00000001229-0174f02b040d11,Sameer Rizwi ,https://scores.iplt20.com/ipl/playerimages/lOiPnmLcVF17110074081229.png,6.0,6,Mukesh Kumar,c Khaleel Ahmed b Mukesh Kumar,c Khaleel Ahmed b Mukesh Kumar,0,1,1,100.00,1.00,0,0,0,0,0,,,0.00,0,0,6,1,0,100.00,0.00,1229
1366,2,13,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja ,https://scores.iplt20.com/ipl/playerimages/NcCLI8nzgA171100732646.png,7.0,5,,not out,not out,21,17,3,17.65,5.67,11,1,0,2,0,38.10,8.50,123.53,0,0,,17,0,100.00,0.00,46
1366,2,13,2019-100mb00000000057-57100cf415ba11,MS Dhoni (wk),https://scores.iplt20.com/ipl/playerimages/PkWRbVH7sK171100730157.png,8.0,7,,not out,not out,37,16,6,37.50,2.67,3,0,0,4,3,91.89,2.29,231.25,0,0,,16,0,100.00,0.00,57
1366,2,13,2019-100mb00000000091-8640595343ec11,Deepak Chahar ,https://scores.iplt20.com/ipl/playerimages/NJaUjZR0DV171100696191.png,,8,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,91
1366,2,13,2020-100mb00000000539-04833b65639b11,Tushar Deshpande ,https://scores.iplt20.com/ipl/playerimages/FrVWc2S2Nm1711007317539.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,539
1366,2,13,2019-100mb00000000258-e46e7f697acb11,Mustafizur Rahman ,https://scores.iplt20.com/ipl/playerimages/q4cdVvsO361711105817258.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,258
1366,2,13,2022-100mb00000001014-1f0cfb3dc17911,Matheesha Pathirana  (RP),https://scores.iplt20.com/ipl/playerimages/KJCZZ2GM6p17114657091014.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1014
1367,1,17,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan (wk),https://scores.iplt20.com/ipl/playerimages/i0C5Zzihcj1711208518164.png,1.0,2,Nandre Burger,c Sanju Samson b Nandre Burger,c Sanju Samson b Nandre Burger,16,14,9,64.29,1.56,2,0,0,2,1,87.50,4.67,114.29,0,0,1,14,0,100.00,0.00,164
1367,1,17,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma ,https://scores.iplt20.com/ipl/playerimages/PkGocfnXm717112088856.png,2.0,3,Trent Boult,c Sanju Samson b Trent Boult,c Sanju Samson b Trent Boult,0,1,1,100.00,1.00,0,0,0,0,0,,,0.00,0,0,2,1,0,100.00,0.00,6
1367,1,17,2024-100mb00000003107-805cae57df9b11,Naman Dhir  (RP),https://scores.iplt20.com/ipl/playerimages/RRA6S1AvfP17112086833107.png,3.0,11,Trent Boult,lbw Trent Boult,lbw Trent Boult,0,1,1,100.00,1.00,0,0,0,0,0,,,0.00,0,0,10,1,0,100.00,0.00,3107
1367,1,17,202265c5509b72a911ec8ab502ab46c,Dewald Brevis  (IP),https://scores.iplt20.com/ipl/playerimages/wKdbd3lbUP1711209046797.png,4.0,4,Trent Boult,c Nandre Burger b Trent Boult,c Nandre Burger b Trent Boult,0,1,1,100.00,1.00,0,0,0,0,0,,,0.00,0,0,5,1,0,100.00,0.00,797
1367,1,17,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma ,https://scores.iplt20.com/ipl/playerimages/B0PfgYgVYQ1711209116993.png,5.0,5,Yuzvendra Chahal,c Ravichandran Ashwin b Yuzvendra Chahal,c Ravichandran Ashwin b Yuzvendra Chahal,32,29,14,48.28,2.07,6,7,0,0,2,37.50,14.50,110.34,0,0,7,15,14,51.72,48.28,993
1367,1,17,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya (c),https://scores.iplt20.com/ipl/playerimages/F6YZ6vemsO171120879054.png,6.0,1,Yuzvendra Chahal,c (Sub) Rovman Powell b Yuzvendra Chahal,c (Sub) Rovman Powell b Yuzvendra Chahal,34,21,9,42.86,2.33,2,4,0,6,0,70.59,3.50,161.90,0,0,6,10,11,47.62,52.38,54
1367,1,17,2019-100mb00000000149-10d5663944a911,Piyush Chawla ,https://scores.iplt20.com/ipl/playerimages/Ty5NxH0FWU1711208476149.png,7.0,8,Avesh Khan,c Shimron Hetmyer b Avesh Khan,c Shimron Hetmyer b Avesh Khan,3,6,3,50.00,2.00,3,0,0,0,0,0.00,,50.00,0,0,3,1,5,16.67,83.33,149
1367,1,17,2021-100mb00000000636-9e985b64160411,Tim David ,https://scores.iplt20.com/ipl/playerimages/8fc3ohcEyv1711209012636.png,8.0,6,Nandre Burger,c Trent Boult b Nandre Burger,c Trent Boult b Nandre Burger,17,24,12,50.00,2.00,9,2,0,1,0,23.53,24.00,70.83,0,0,8,16,8,66.67,33.33,636
1367,1,17,2023-100mb00000002535-239c770f61da11,Gerald Coetzee ,https://scores.iplt20.com/ipl/playerimages/hBzYnHZ4TB17112085892535.png,9.0,7,Yuzvendra Chahal,c Shimron Hetmyer b Yuzvendra Chahal,c Shimron Hetmyer b Yuzvendra Chahal,4,9,5,55.56,1.80,4,0,0,0,0,0.00,,44.44,0,0,4,2,7,22.22,77.78,2535
1367,1,17,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah ,https://scores.iplt20.com/ipl/playerimages/7ID0MgCukM17112091009.png,10.0,10,,not out,not out,8,9,4,44.44,2.25,4,0,0,1,0,50.00,9.00,88.89,0,0,,6,3,66.67,33.33,9
1367,1,17,2022-100mb00000001045-ff63138dd51a11,Akash Madhwal ,https://scores.iplt20.com/ipl/playerimages/IwmjA0839y17112084651045.png,11.0,9,,not out,not out,4,5,2,40.00,2.50,2,1,0,0,0,0.00,,80.00,0,0,,5,0,100.00,0.00,1045
1367,1,17,20226e936a7872aa11ec8ab502ab46c,Kwena Maphaka ,https://scores.iplt20.com/ipl/playerimages/player-thumb.jpg,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,801
1367,2,18,2020-100mb00000000533-e895f279639811,Yashasvi Jaiswal ,https://scores.iplt20.com/ipl/playerimages/v1eFf0SmF81711189599533.png,1.0,2,Kwena Maphaka,c Tim David b Kwena Maphaka,c Tim David b Kwena Maphaka,10,6,3,50.00,2.00,0,1,0,2,0,80.00,3.00,166.67,0,0,2,6,0,100.00,0.00,533
1367,2,18,2019-100mb00000000182-b78f12ef44b611,Jos Buttler ,https://scores.iplt20.com/ipl/playerimages/HuTnlRlLzZ1711189306182.png,2.0,3,Akash Madhwal,c Piyush Chawla b Akash Madhwal,c Piyush Chawla b Akash Madhwal,13,16,9,56.25,1.78,5,0,0,2,0,61.54,8.00,81.25,0,0,1,16,0,100.00,0.00,182
1367,2,18,2019-100mb00000000190-c62cbae544b711,Sanju Samson (c)(wk),https://scores.iplt20.com/ipl/playerimages/PqEWOFQPBe1711457630190.png,3.0,1,Akash Madhwal,b Akash Madhwal,b Akash Madhwal,12,10,7,70.00,1.43,0,0,0,3,0,100.00,3.33,120.00,0,0,8,10,0,100.00,0.00,190
1367,2,18,2019-100mb00000000189-ac8c327a44b711,Riyan Parag ,https://scores.iplt20.com/ipl/playerimages/7BnbUFbfBD1711189330189.png,4.0,4,,not out,not out,54,39,15,38.46,2.60,16,0,0,5,3,70.37,4.88,138.46,0,0,,30,9,76.92,23.08,189
1367,2,18,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin ,https://scores.iplt20.com/ipl/playerimages/En06Wn4iCk171118957745.png,5.0,7,Akash Madhwal,c Tilak Varma b Akash Madhwal,c Tilak Varma b Akash Madhwal,16,16,6,37.50,2.67,6,3,0,1,0,25.00,16.00,100.00,0,0,3,10,6,62.50,37.50,45
1367,2,18,2024-100mb00000003112-76787b7ddf9f11,Shubham Dubey  (IP),https://scores.iplt20.com/ipl/playerimages/zU0U6iPb2117111895043112.png,6.0,11,,not out,not out,8,6,1,16.67,6.00,4,0,0,1,0,50.00,6.00,133.33,0,0,,3,3,50.00,50.00,3112
1367,2,18,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer ,https://scores.iplt20.com/ipl/playerimages/oRAlIDkLMN1711189420210.png,,5,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,210
1367,2,18,2022-100mb00000001004-da6e207ea44e11,Dhruv Jurel ,https://scores.iplt20.com/ipl/playerimages/5srFDk0WAJ17111891651004.png,,6,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1004
1367,2,18,2019-100mb00000000066-573f78a31e3711,Trent Boult ,https://scores.iplt20.com/ipl/playerimages/Wa9rgbogK3171118961566.png,,8,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,66
1367,2,18,2019-100mb00000000109-5cc123ab449411,Avesh Khan ,https://scores.iplt20.com/ipl/playerimages/g6BwFLm75S1711189203109.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,109
1367,2,18,2023-100mb00000002806-75b62b2495ca11,Nandre Burger ,https://scores.iplt20.com/ipl/playerimages/aOvMmqNnkg17111894802806.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,2806
